Date,Open,High,Low,Close,Volume,Adj Close
2016-12-15,1520.00,1523.00,1500.569946,1501.199951,584200,1501.199951
2016-12-14,1542.73999,1549.130005,1525.719971,1528.449951,302800,1528.449951
2016-12-13,1545.189941,1560.00,1538.26001,1540.109985,384200,1540.109985
2016-12-12,1560.550049,1566.630005,1528.569946,1536.780029,396400,1536.780029
2016-12-09,1555.50,1559.180054,1549.939941,1557.97998,332400,1557.97998
2016-12-08,1535.359985,1551.77002,1522.76001,1548.670044,505900,1548.670044
2016-12-07,1504.689941,1527.800049,1501.869995,1527.040039,388300,1527.040039
2016-12-06,1506.959961,1508.089966,1493.98999,1504.819946,254900,1504.819946
2016-12-05,1476.189941,1502.869995,1475.22998,1499.76001,349300,1499.76001
2016-12-02,1481.47998,1488.800049,1466.97998,1473.00,336100,1473.00
2016-12-01,1501.689941,1504.119995,1468.969971,1479.660034,572600,1479.660034
2016-11-30,1523.25,1528.579956,1500.209961,1503.680054,373700,1503.680054
2016-11-29,1528.650024,1532.900024,1515.00,1520.27002,327100,1520.27002
2016-11-28,1517.300049,1536.00,1513.109985,1525.069946,344300,1525.069946
2016-11-25,1523.119995,1527.98999,1511.400024,1521.680054,173700,1521.680054
2016-11-23,1530.920044,1533.560059,1510.890015,1520.98999,317800,1520.98999
2016-11-22,1530.25,1535.900024,1525.640015,1535.420044,320100,1535.420044
2016-11-21,1512.00,1531.030029,1507.199951,1524.180054,295800,1524.180054
2016-11-18,1512.280029,1529.00,1504.530029,1507.349976,382400,1507.349976
2016-11-17,1502.540039,1530.949951,1500.189941,1512.900024,413500,1512.900024
2016-11-16,1492.390015,1517.00,1488.22998,1503.22998,366800,1503.22998
2016-11-15,1499.969971,1507.77002,1485.599976,1497.449951,660000,1497.449951
2016-11-14,1540.459961,1541.930054,1482.22998,1489.180054,801600,1489.180054
2016-11-11,1548.099976,1557.699951,1530.869995,1540.650024,643000,1540.650024
2016-11-10,1584.439941,1600.930054,1520.300049,1554.319946,1101600,1554.319946
2016-11-09,1565.00,1575.00,1546.579956,1570.26001,912500,1570.26001
2016-11-08,1540.00,1589.209961,1540.00,1578.130005,1559000,1578.130005
2016-11-07,1437.449951,1485.199951,1435.790039,1480.329956,1317400,1480.329956
2016-11-04,1429.050049,1442.140015,1422.189941,1424.280029,432100,1424.280029
2016-11-03,1449.349976,1456.52002,1435.410034,1438.099976,366200,1438.099976
2016-11-02,1468.47998,1469.550049,1441.790039,1445.329956,539800,1445.329956
2016-11-01,1474.22998,1480.01001,1453.930054,1467.00,562900,1467.00
2016-10-31,1478.300049,1479.609985,1472.280029,1474.22998,284200,1474.22998
2016-10-28,1465.079956,1483.00,1460.00,1474.819946,597300,1474.819946
2016-10-27,1475.099976,1480.00,1461.079956,1463.02002,352200,1463.02002
2016-10-26,1475.00,1477.550049,1465.47998,1469.160034,416700,1469.160034
2016-10-25,1466.23999,1481.849976,1465.869995,1479.030029,365700,1479.030029
2016-10-24,1478.209961,1479.829956,1465.47998,1471.800049,274600,1471.800049
2016-10-21,1460.77002,1468.00,1455.50,1467.390015,379700,1467.390015
2016-10-20,1473.930054,1473.98999,1461.01001,1468.290039,300400,1468.290039
2016-10-19,1457.349976,1474.699951,1455.209961,1469.199951,344600,1469.199951
2016-10-18,1450.630005,1459.900024,1446.51001,1454.969971,326100,1454.969971
2016-10-17,1436.630005,1443.359985,1429.599976,1437.650024,263700,1437.650024
2016-10-14,1450.00,1456.349976,1435.050049,1439.569946,328600,1439.569946
2016-10-13,1445.800049,1449.160034,1429.579956,1442.52002,483600,1442.52002
2016-10-12,1458.00,1469.300049,1452.810059,1454.839966,287900,1454.839966
2016-10-11,1470.00,1475.52002,1455.01001,1459.02002,418200,1459.02002
2016-10-10,1481.00,1486.589966,1470.23999,1475.180054,441800,1475.180054
2016-10-07,1498.73999,1498.73999,1478.01001,1479.819946,414200,1479.819946
2016-10-06,1492.72998,1497.26001,1485.280029,1490.439941,361800,1490.439941
2016-10-05,1493.560059,1501.790039,1490.00,1497.579956,399000,1497.579956
2016-10-04,1494.349976,1498.829956,1483.02002,1489.02002,386300,1489.02002
2016-10-03,1463.829956,1490.430054,1459.420044,1486.719971,514100,1486.719971
2016-09-30,1478.069946,1480.689941,1463.920044,1471.48999,436500,1471.48999
2016-09-29,1459.01001,1481.780029,1455.310059,1472.97998,652500,1472.97998
2016-09-28,1459.47998,1461.560059,1449.25,1458.030029,394700,1458.030029
2016-09-27,1446.650024,1460.52002,1441.219971,1453.48999,471900,1453.48999
2016-09-26,1452.619995,1453.77002,1440.22998,1447.150024,327600,1447.150024
2016-09-23,1465.00,1465.00,1452.410034,1456.76001,321200,1456.76001
2016-09-22,1464.849976,1469.930054,1458.00,1465.869995,337200,1465.869995
2016-09-21,1452.640015,1464.689941,1442.51001,1464.00,412500,1464.00
2016-09-20,1457.890015,1459.530029,1440.00,1449.00,289700,1449.00
2016-09-19,1469.00,1473.170044,1446.550049,1448.060059,503000,1448.060059
2016-09-16,1453.310059,1462.910034,1442.219971,1460.050049,740400,1460.050049
2016-09-15,1431.97998,1458.910034,1426.160034,1457.219971,733800,1457.219971
2016-09-14,1418.699951,1431.199951,1416.01001,1429.380005,393200,1429.380005
2016-09-13,1426.00,1439.98999,1405.530029,1415.949951,523700,1415.949951
2016-09-12,1402.670044,1443.130005,1402.670044,1436.209961,504600,1436.209961
2016-09-09,1432.660034,1443.00,1413.22998,1413.900024,496100,1413.900024
2016-09-08,1443.329956,1454.109985,1441.930054,1445.829956,350500,1445.829956
2016-09-07,1434.75,1447.319946,1429.829956,1444.01001,302200,1444.01001
2016-09-06,1421.920044,1436.959961,1416.25,1436.959961,386800,1436.959961
2016-09-02,1427.00,1429.97998,1415.76001,1422.849976,263600,1422.849976
2016-09-01,1422.50,1424.369995,1408.530029,1418.589966,307100,1418.589966
2016-08-31,1414.150024,1418.410034,1408.00,1416.72998,167200,1416.72998
2016-08-30,1422.689941,1430.51001,1412.00,1416.550049,199000,1416.550049
2016-08-29,1423.00,1433.969971,1419.76001,1425.189941,316600,1425.189941
2016-08-26,1415.550049,1429.689941,1410.50,1419.790039,412000,1419.790039
2016-08-25,1404.130005,1418.599976,1404.130005,1415.550049,309300,1415.550049
2016-08-24,1419.209961,1429.530029,1404.01001,1410.180054,369200,1410.180054
2016-08-23,1425.319946,1433.00,1419.50,1422.469971,306200,1422.469971
2016-08-22,1434.439941,1434.449951,1421.00,1423.98999,405700,1423.98999
2016-08-19,1438.00,1443.069946,1428.079956,1432.00,476800,1432.00
2016-08-18,1440.00,1449.900024,1437.50,1443.069946,523500,1443.069946
2016-08-17,1408.660034,1429.27002,1404.030029,1427.199951,479700,1427.199951
2016-08-16,1397.949951,1410.369995,1392.439941,1408.660034,365500,1408.660034
2016-08-15,1408.00,1412.099976,1396.75,1399.160034,428800,1399.160034
2016-08-12,1400.949951,1408.339966,1400.949951,1407.97998,281200,1407.97998
2016-08-11,1408.75,1416.430054,1405.369995,1406.920044,301200,1406.920044
2016-08-10,1411.00,1412.00,1401.050049,1406.280029,268000,1406.280029
2016-08-09,1404.51001,1409.400024,1398.25,1407.01001,428100,1407.01001
2016-08-08,1415.540039,1418.579956,1402.02002,1405.00,637000,1405.00
2016-08-05,1435.00,1435.00,1406.98999,1414.219971,1456600,1414.219971
2016-08-04,1358.400024,1363.680054,1344.319946,1359.98999,1321600,1359.98999
2016-08-03,1341.599976,1376.680054,1336.030029,1371.140015,861800,1371.140015
2016-08-02,1353.310059,1363.00,1325.719971,1345.380005,597400,1345.380005
2016-08-01,1353.72998,1363.589966,1342.400024,1356.079956,547900,1356.079956
2016-07-29,1314.98999,1353.98999,1313.420044,1350.810059,1413600,1350.810059
2016-07-28,1310.00,1329.869995,1310.00,1326.099976,500500,1326.099976
2016-07-27,1319.400024,1340.00,1315.459961,1324.47998,481500,1324.47998
2016-07-26,1322.75,1331.319946,1316.030029,1324.530029,456100,1324.530029
2016-07-25,1330.449951,1330.72998,1305.089966,1321.670044,592700,1321.670044
2016-07-22,1336.22998,1336.699951,1323.069946,1327.400024,405700,1327.400024
2016-07-21,1349.01001,1350.800049,1325.819946,1332.50,523100,1332.50
2016-07-20,1330.109985,1362.98999,1323.680054,1352.829956,649700,1352.829956
2016-07-19,1332.00,1338.589966,1325.00,1327.00,381600,1327.00
2016-07-18,1332.50,1349.430054,1328.099976,1341.359985,300100,1341.359985
2016-07-15,1327.890015,1334.00,1322.589966,1330.569946,562000,1330.569946
2016-07-14,1345.26001,1351.00,1340.25,1346.180054,290200,1346.180054
2016-07-13,1342.380005,1359.709961,1337.890015,1338.650024,351400,1338.650024
2016-07-12,1362.00,1366.98999,1334.01001,1345.430054,489500,1345.430054
2016-07-11,1342.900024,1360.98999,1341.48999,1351.030029,648200,1351.030029
2016-07-08,1306.939941,1330.619995,1304.219971,1329.459961,712700,1329.459961
2016-07-07,1289.640015,1305.939941,1289.640015,1297.26001,494900,1297.26001
2016-07-06,1269.859985,1294.430054,1260.00,1292.040039,561800,1292.040039
2016-07-05,1259.560059,1275.050049,1246.209961,1275.030029,568800,1275.030029
2016-07-01,1249.01001,1275.699951,1245.51001,1267.369995,644100,1267.369995
2016-06-30,1271.25,1275.569946,1240.01001,1248.410034,921500,1248.410034
2016-06-29,1220.00,1248.959961,1216.00,1239.410034,778500,1239.410034
2016-06-28,1217.97998,1235.699951,1188.849976,1204.25,1206000,1204.25
2016-06-27,1220.119995,1233.910034,1148.060059,1186.050049,1758600,1186.050049
2016-06-24,1293.780029,1313.77002,1217.329956,1232.140015,3179200,1232.140015
2016-06-23,1374.00,1394.00,1371.00,1390.199951,679200,1390.199951
2016-06-22,1373.25,1374.50,1352.329956,1360.099976,685500,1360.099976
2016-06-21,1344.349976,1351.00,1329.290039,1343.050049,453400,1343.050049
2016-06-20,1323.640015,1359.900024,1322.300049,1341.959961,722900,1341.959961
2016-06-17,1324.199951,1324.199951,1304.01001,1309.23999,535600,1309.23999
2016-06-16,1304.00,1335.00,1303.390015,1323.890015,629100,1323.890015
2016-06-15,1306.099976,1319.00,1302.27002,1305.420044,490900,1305.420044
2016-06-14,1310.910034,1321.00,1291.02002,1304.099976,527000,1304.099976
2016-06-13,1313.50,1337.959961,1312.689941,1315.469971,414900,1315.469971
2016-06-10,1327.609985,1331.359985,1315.400024,1318.900024,479600,1318.900024
2016-06-09,1347.02002,1351.310059,1336.310059,1340.069946,450000,1340.069946
2016-06-08,1360.00,1368.900024,1352.01001,1354.829956,494500,1354.829956
2016-06-07,1348.01001,1373.97998,1345.01001,1360.00,865000,1360.00
2016-06-06,1302.52002,1351.73999,1299.079956,1349.099976,842600,1349.099976
2016-06-03,1280.790039,1303.77002,1276.050049,1301.709961,596700,1301.709961
2016-06-02,1279.400024,1290.349976,1272.170044,1290.00,447000,1290.00
2016-06-01,1259.060059,1282.569946,1249.51001,1278.00,755300,1278.00
2016-05-31,1278.449951,1286.349976,1255.00,1264.329956,784200,1264.329956
2016-05-27,1267.02002,1273.599976,1262.50,1273.00,305700,1273.00
2016-05-26,1270.930054,1279.98999,1261.569946,1269.02002,330500,1269.02002
2016-05-25,1258.51001,1277.22998,1251.00,1270.180054,344800,1270.180054
2016-05-24,1237.859985,1262.660034,1236.949951,1256.630005,391900,1256.630005
2016-05-23,1246.349976,1253.920044,1234.719971,1237.48999,399700,1237.48999
2016-05-20,1254.209961,1258.829956,1245.680054,1249.290039,445700,1249.290039
2016-05-19,1250.780029,1258.900024,1233.890015,1250.310059,548800,1250.310059
2016-05-18,1271.209961,1288.00,1255.380005,1267.27002,378500,1267.27002
2016-05-17,1284.890015,1295.949951,1274.160034,1278.02002,456600,1278.02002
2016-05-16,1281.949951,1289.449951,1269.060059,1283.469971,432400,1283.469971
2016-05-13,1274.00,1289.00,1271.01001,1278.640015,482900,1278.640015
2016-05-12,1273.48999,1290.199951,1270.219971,1282.25,706500,1282.25
2016-05-11,1266.680054,1274.140015,1260.00,1267.310059,497700,1267.310059
2016-05-10,1252.75,1274.550049,1250.51001,1268.27002,539800,1268.27002
2016-05-09,1250.099976,1253.00,1231.119995,1244.920044,425400,1244.920044
2016-05-06,1231.01001,1253.00,1231.01001,1250.099976,571300,1250.099976
2016-05-05,1253.880005,1263.920044,1239.02002,1240.849976,816900,1240.849976
2016-05-04,1258.00,1266.00,1205.25,1253.040039,2884800,1253.040039
2016-05-03,1346.219971,1358.540039,1335.079956,1354.640015,861500,1354.640015
2016-05-02,1349.00,1358.780029,1325.00,1356.689941,508100,1356.689941
2016-04-29,1332.410034,1368.459961,1332.410034,1343.660034,1018000,1343.660034
2016-04-28,1330.00,1355.910034,1310.150024,1317.589966,743400,1317.589966
2016-04-27,1331.75,1357.00,1327.00,1353.73999,395500,1353.73999
2016-04-26,1334.00,1336.829956,1321.48999,1333.949951,320000,1333.949951
2016-04-25,1332.00,1341.00,1323.449951,1335.27002,393400,1335.27002
2016-04-22,1331.00,1349.569946,1331.00,1338.50,527000,1338.50
2016-04-21,1343.310059,1357.430054,1337.00,1340.00,269600,1340.00
2016-04-20,1346.599976,1364.329956,1338.329956,1350.00,416400,1350.00
2016-04-19,1359.880005,1360.00,1333.290039,1345.780029,434700,1345.780029
2016-04-18,1328.890015,1369.030029,1328.890015,1353.369995,625500,1353.369995
2016-04-15,1333.670044,1335.109985,1320.76001,1331.900024,479500,1331.900024
2016-04-14,1323.00,1340.00,1319.00,1336.390015,519800,1336.390015
2016-04-13,1310.349976,1329.939941,1300.50,1317.76001,605300,1317.76001
2016-04-12,1268.550049,1304.579956,1255.109985,1300.280029,449400,1300.280029
2016-04-11,1281.949951,1288.390015,1263.209961,1264.630005,293800,1264.630005
2016-04-08,1282.780029,1283.550049,1271.310059,1274.150024,300400,1274.150024
2016-04-07,1291.469971,1292.329956,1271.449951,1276.50,389200,1276.50
2016-04-06,1280.219971,1294.880005,1273.209961,1293.01001,280400,1293.01001
2016-04-05,1270.00,1287.859985,1265.560059,1279.079956,373200,1279.079956
2016-04-04,1297.550049,1298.199951,1276.290039,1281.76001,357100,1281.76001
2016-04-01,1278.00,1301.719971,1273.00,1299.699951,567300,1299.699951
2016-03-31,1312.310059,1314.98999,1288.329956,1288.959961,488200,1288.959961
2016-03-30,1316.900024,1323.089966,1311.040039,1317.030029,376400,1317.030029
2016-03-29,1281.199951,1313.900024,1281.199951,1307.890015,427700,1307.890015
2016-03-28,1301.349976,1304.709961,1271.01001,1287.030029,453800,1287.030029
2016-03-24,1300.00,1304.439941,1291.630005,1301.189941,383700,1301.189941
2016-03-23,1322.910034,1323.839966,1300.00,1306.109985,447900,1306.109985
2016-03-22,1311.00,1328.150024,1306.00,1319.410034,840100,1319.410034
2016-03-21,1340.949951,1351.00,1333.359985,1350.51001,256200,1350.51001
2016-03-18,1353.00,1361.630005,1338.300049,1344.219971,472700,1344.219971
2016-03-17,1341.699951,1356.329956,1337.109985,1346.859985,389400,1346.859985
2016-03-16,1328.199951,1357.900024,1325.00,1350.98999,536200,1350.98999
2016-03-15,1315.150024,1339.00,1315.150024,1332.130005,383000,1332.130005
2016-03-14,1320.219971,1341.300049,1317.589966,1325.72998,490200,1325.72998
2016-03-11,1307.400024,1328.099976,1300.599976,1326.869995,649000,1326.869995
2016-03-10,1295.810059,1306.00,1274.50,1293.77002,431100,1293.77002
2016-03-09,1280.00,1291.900024,1263.420044,1291.890015,443000,1291.890015
2016-03-08,1284.00,1298.939941,1280.589966,1282.77002,420400,1282.77002
2016-03-07,1281.400024,1296.290039,1281.400024,1291.430054,504500,1291.430054
2016-03-04,1306.530029,1308.959961,1286.060059,1297.709961,601200,1297.709961
2016-03-03,1296.680054,1305.839966,1288.650024,1303.040039,446800,1303.040039
2016-03-02,1297.359985,1301.630005,1281.550049,1301.369995,469300,1301.369995
2016-03-01,1283.589966,1296.569946,1277.959961,1295.920044,570600,1295.920044
2016-02-29,1250.300049,1282.640015,1248.48999,1265.209961,728200,1265.209961
2016-02-26,1268.75,1273.339966,1244.400024,1254.27002,614500,1254.27002
2016-02-25,1263.25,1271.97998,1247.040039,1263.410034,729000,1263.410034
